act,prompt
PROYECTOR AN29,"ü<b>Tipo de pantalla: LCD TFT 4”1080P</b>

ü<b>Resolución : 1920x1080P compatible 576P/720p/1080p/4k </b>

ü<b>Brillo: 45</b><b>00 lúmenes</b>

ü<b>Imagen: 26~156 pulgadas</b>

ü<b>Escala de pantalla 4:3/16:9</b>

ü<b>Distancia de proyección 1.5-5.2mt</b>

ü<b>Interfaz USB/HDMI/VGA/AV/SD/AUDIO</b>

ü<b>Sistema Android/</b><b>Anycast</b><b>/ATV</b>

ü<b>LED 55W-50,000 horas de trabajo</b>.

ü"
PROYECTOR OP01,"üTipo de pantalla: LCD

üResolución : 1154x640p soporta 576p/720p/1080p

üBrillo: 3500 lúmenes

üImagen: 30~145 pulgadas

üEscala de pantalla 4:3/16:9

üInterfaz USB/HDMI/AV/audio salida

üSistema Android

üSoporta anycast

üLED 50W -50,000 horas de trabajo."
PROYECTOR TO33,"Tecnología: LCD

Resolución : 1080P FULL HD

Carga rápida tipo C.

Brillo: 450 ANSI

Batería: 22500mAh

Proyecta : 20~120 pulgadas

Escala de pantalla 16:9

Interfaz: múltiples

Altavoz incorporado

Android 9.0 2G DDR4-16G EMMC

LED -20,000 horas de trabajo"
PROYECTOR S1,"Tecnología : LCD

Resolución : 1920x1080P soporta 576p/720p/1080p

Brillo: 150 ANSI(4500 lúmenes)

Imagen: 26~200 pulgadas

Escala de pantalla 4:3/16:9

Interfaz USB/HDMI/AV/SD/AUDIO

Sistema Android 2GB 16GB

Soporta any cast/ATV

Parlante incorporado.

LED 60W-50,000 horas de trabajo"
PROYECTOR YG653,"Tecnología : TFT LCD

Resolución : 1920x1080P

Proyección: 100~240 pulgadas

Escala de pantalla 4:3/16:9

Interfaz USB*2/HDMI/AV/TF/AUDIO

Sistema Android

LED -50000 horas de trabajo."
MINI PROYECTOR C16,"Tecnología : LCD

Resolución : 1920x1080P

Proyección: 50~170 pulgadas

Escala de pantalla 16:9

Interfaz USB/HDMI/AV/NET GAPE/FTTH

Sistema Android

Wireless screen, IOS Wireless

LED -50,000 horas de trabajo."
PROYECTOR AN4K,"Tipo de pantalla: LCD  5.7”

Resolución : 3840x2160P soporta 576P/720p/1080p/4k

Brillo: 350 ANSI (55000 lúmenes).

Imagen: 50~250 pulgadas

Escala de pantalla 4:3/16:9

Distancia de proyección 1.5-5.2mt

Interfaz USB/HDMI/VGA/AV/SD/AUDIO

Sistema Android/Anycast/ATV

LED 120W -50,000 horas de trabajo"
PROYECTOR AN31,"Tipo de pantalla: LCD TFT 5”1080P

Resolución : 1920x1080P compatible 576P/720p/1080p/4k

Brillo: 700 ANSI (55000 lúmenes)

Imagen: 50~250 pulgadas

Escala de pantalla 4:3/16:9

Distancia de proyección 1.5-5.2mt

Interfaz USB/HDMI/VGA/AV/SD/AUDIO

Sistema Android/Anycast/ATV

LED 120W -50,000 horas de trabajo"
CONTROL DE ASISTENCIA FACIAL TM-AI05,"Pantalla táctil 5” HD 1280*720

CPU 1.2G DUAL-CORE ARM CORTEX –A7

RAM: 256M DDR3L

Sistema operativo LINUX

Capacidad facial: 5000

Capacidad registro: 5000000

Cámara: infrarroja HD

Comunicación: USB/U-DISK/TCP-IP

Voltaje: 12VDC 1ª

Control de acceso simple"
CONTROL DE ASISTENCIA FACIAL + BIOMETRICO TM-AI03F,"Pantalla táctil 5” HD 1280*720

CPU 1.2G DUAL-CORE ARM CORTEX –A7

RAM: 256M DDR

Sistema operativo LINUX

Capacidad facial: 5000

Capacidad huella: 10000

Capacidad registro: 500000

Cámara: infrarroja HD

Comunicación: USB TCP-IP

Lector de QR

Control de acceso simple"
CONTROL DE ASISTENCIA FACIAL+ BIOMETRICO TMF630,"Capacidad facial: 1000

Capacidad huella: 5000

Capacidad de tarjeta: 5000

Capacidad registro: 300000

Pantalla: 2.8” pulgadas

Cámara: infrarroja HD

Modo de verificación cara, huella, contraseña y tarjeta identificación.

Comunicación: USB/U-DISK/TCP-IP

Voltaje: 9VDC-12VDC 1A

Control de acceso simple"
CONTROL DE ASISTENCIA FACIAL+ BIOMETRICO TMF620,"Capacidad facial: 1000

Capacidad huella: 5000

Capacidad de tarjeta: 5000

Capacidad registro: 300000

Pantalla: 2.8” pulgadas

Cámara: infrarroja HD

Modo de verificación cara, huella, contraseña y tarjeta identificación.

Comunicación: USB/U-DISK/TCP-IP

Voltaje: 9VDC-12VDC- 1A

Control de acceso simple"
CONTROL DE ASISTENCIA FACIAL+ BIOMETRICO TMF610-B,"Capacidad facial: 1000

Capacidad huella: 5000

Capacidad de tarjeta: 5000

Capacidad registro: 300000

Pantalla: 2.8” pulgadas

Cámara: infrarroja HD

Modo de verificación cara, huella, contraseña y tarjeta identificación.

Comunicación: USB/U-DISK/TCP-IP

Voltaje: 9VDC-12VDC -1A

Control de acceso simple"
CONTROL DE ASISTENCIA FACIAL+ BIOMETRICO TMF650,"Capacidad facial: 1000

Capacidad huella: 5000

Capacidad de tarjeta: 5000

Capacidad registro: 300000

Pantalla: 2.8” pulgadas

Cámara: infrarroja HD

Modo de verificación cara, huella, contraseña y tarjeta identificación.

Comunicación: USB/U-DISK/TCP-IP

Voltaje: 9VDC-12VDC -1A

Control de acceso simple"
CONTROL DE ASISTENCIA FACIAL+ BIOMETRICO TMF661,"Capacidad facial: 1000

Capacidad huella: 3000

Capacidad de tarjeta: 3000

Capacidad registro: 110000

Pantalla: 2.8” pulgadas

Cámara: infrarroja HD

Modo de verificación cara, huella, contraseña y tarjeta identificación.

Comunicación: USB/U-DISK/TCP-IP

Voltaje: 9VDC-12VDC- 1A

Control de acceso simple"
CONTROL DE ASISTENCIA FACIAL+ BIOMETRICO TM-F6000,"Capacidad facial: 1000

Capacidad huella: 3000

Capacidad de tarjeta: 3000

Capacidad registro: 110000

Pantalla: 2.8” pulgadas

Cámara: infrarroja HD

Modo de verificación cara, huella, contraseña y tarjeta identificación.

Comunicación: U-DISK

Voltaje: 12VDC -1A

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM52-G,"Capacidad huella: 3000

Capacidad registro: 200000

Pantalla: 2.8” pulgadas

Modo de verificación: huella, PIN                 y tarjeta identificación.

Comunicación: USB,RS485,TCP/IP

Voltaje: 9VDC-1A

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM60,"Capacidad huella: 3000

Capacidad registro: 200000

Pantalla: 2.8” pulgadas

Modo de verificación: huella, PIN                 y tarjeta identificación.

Comunicación: USB,RS485,TCP/IP

Voltaje: 9VDC-1A

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM20,"Capacidad huella: 3000

Capacidad registro: 200000

Pantalla: 2.4” pulgadas

Modo de verificación: huella, PIN                 y tarjeta identificación.

Comunicación: U-DISK,RS485,TCP/IP

Voltaje: 12VDC-2A

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM30,"Capacidad huella: 3000

Capacidad registro: 200000

Pantalla: 2.8” pulgadas

Modo de verificación: huella, PIN                 y tarjeta identificación.

Comunicación: USB,RS485,TCP/IP

Voltaje: 12VDC-2A

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM1800,"Capacidad huella: 1000

Capacidad registro: 100000

Pantalla: 2.8” pulgadas

Modo de verificación: huella, PIN

Comunicación: U-DISK

Voltaje: 5VDC-1A

Carga y descarga de datos.

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM2800,"Capacidad huella: 1000

Capacidad registro: 100000

Pantalla: 2.8” pulgadas

Modo de verificación: huella, PIN

Comunicación: U-DISK

Voltaje: 5VDC-1A

Carga y descarga de datos.

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM3800,"Capacidad huella: 1000

Capacidad registro: 100000

Pantalla: 2.8” pulgadas

Modo de verificación: huella, PIN

Comunicación: U-DISK

Voltaje: 5VDC-1A

Carga y descarga de datos.

Control de acceso simple"
CONTROL DE ASISTENCIA BIOMETRICO TM4800,"Capacidad huella: 1000

Capacidad registro: 100000

Pantalla: 2.8” pulgadas

Modo de verificación: huella, PIN

Comunicación: U-DISK

Voltaje: 5VDC-1A

Carga y descarga de datos.

Control de acceso simple"
PROTECTOR DE TABLET UNIVERSAL EVA 7”(TELEFONO),"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Material seguro para niños: está hecha de material lavable no tóxico apto para niños, peso ligero, a prueba de golpes, no te preocupes por caídas incluso desde tan alto como 6 pies</span></li>
 	<li><span class=""a-list-item"">【Protección completa】 Con bordes elevados del bisel de la pantalla, espuma gruesa cubre completamente la parte posterior, los lados y se extiende por encima de la superficie de la pantalla de la tableta, lo que significa que la pantalla permanecerá a salvo de arañazos si se coloca en su cara</span></li>
 	<li><span class=""a-list-item"">Bonito y funcional: el diseño único  sea encantadora y atractiva juguete, así como la funda protectora para niños, </span></li>
 	<li><span class=""a-list-item"">Idea de regalo: no solo es una funda para tablet  para niños, sino también un gran regalo de cumpleaños/año nuevo/regalo de Navidad, varios colores para elegir.</span></li>
</ul>"
PROTECTOR DE SILICONA UNIVERSAL 8”(MICKY MOUSE),"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Material seguro para niños: está hecha de material lavable no tóxico apto para niños, peso ligero, a prueba de golpes, no te preocupes por caídas incluso desde tan alto como 6 pies</span></li>
 	<li><span class=""a-list-item"">【Protección completa】 Con bordes elevados del bisel de la pantalla, espuma gruesa cubre completamente la parte posterior, los lados y se extiende por encima de la superficie de la pantalla de la tableta, lo que significa que la pantalla permanecerá a salvo de arañazos si se coloca en su cara</span></li>
 	<li><span class=""a-list-item"">Bonito y funcional: el diseño único  sea encantadora y atractiva juguete, así como la funda protectora para niños, </span></li>
 	<li><span class=""a-list-item"">Idea de regalo: no solo es una funda para tablet  para niños, sino también un gran regalo de cumpleaños/año nuevo/regalo de Navidad, varios colores para elegir.</span></li>
</ul>"
PAD MOUSE CIRCULARES,"✓ Medida 25x25 cm
✓ Bordado
✓ Espesor 2mm
✓ Diseños Variados"
PAD MOUSE CON DISEÑOS 30 x 35cm,"✓ Medida 30x35 cm
✓ Bordado
✓ Diseños Variados"
PAD MOUSE GAMER RGB +CARGA INALAMBRICO,"✓ Medida 30x80cm
✓ Bordado
✓ Luces RGB
✓ Carga Inalámbrica"
PAD MOUSE NEGRO 25 x 29 cm,"Mouse Pad Gamer 25X29cm.
Superficie tejida lisa y suave para mayor precisión
Base de goma antideslizante
Borde cocido"
PAD MOUSE NEGRO 30X80CM,"Mouse Pad Gamer 30X80cm.
Superficie tejida lisa y suave para mayor precisión
Base de goma antideslizante
Borde cocido"
PAD MOUSE NEGRO 40X80CM,"Mouse Pad Gamer 30X80cm.
Superficie tejida lisa y suave para mayor precisión
Base de goma antideslizante
Borde cocido"
PAD MOUSE SIMPLE CON ALMOADILLA,Pada mousecon posador de gel de tela  viene  en 2colores
PROTECTORES DE TECLADO APPLE,"<h1 class=""product-title-text"" data-pl=""product-title"" data-spm-anchor-id=""a2g0o.detail.1000016.i1.69ca7279TqoiGe"">Funda de teclado para iMac Wireless Bluetooth Magic, teclado numérico transparente, Protector de piel para UE y EE. UU.</h1>
<h2>MODELOS:</h2>
<ol>
 	<li>
<h2> MACBOOK pro14.2 (A2442)</h2>
</li>
 	<li>
<h2>MACNOOK air 13 ( A1446 / A1304)</h2>
</li>
 	<li>
<h2>MACBOOK air 2020 13  ( A2179 / A2337)</h2>
</li>
 	<li>
<h2>MACBOOK pro16.1 (A2142)</h2>
</li>
 	<li>
<h2>MACBOOK pro13 (A1706 / A1989)</h2>
</li>
</ol>"
KIT DE LIMPIEZA GRANDE 200ML,"<b>Ideal para limpiar pantallas.</b>

<b>Quita la grasa.</b>

<b>Presentación blíster </b>

<b>Contiene 200ml.</b>

<b>Accesorios pañito, brocha.</b>"
Protector Laptop Skin Vinil Diseño 3D,"<ul>
 	<li>Protector SKIN</li>
 	<li>Diseño 3D</li>
 	<li>Vinilo Adherente  para Laptop</li>
 	<li>Medida: 38cm ancho x 26.5cm alto</li>
 	<li>Modelo Universal</li>
 	<li>Fácil de limpiar</li>
</ul>"
KIT DE LIMPIEZA 3 IN 1,"<b>Ideal para limpiar pantallas.</b>

<b>Quita la grasa.</b>

<b>Presentación blíster </b>

<b>Contiene 80ml.</b>

<b>Incluye  pañito  y brocha.</b>"
KIT DE LIMPIEZA 120ML,"<b>Ideal para limpiar pantallas.</b>

<b>Quita la grasa.</b>

<b>Presentación blíster </b>

<b>Contiene 120ml.</b>

<b>Incluye  pañito.</b>"
KIT DE LIMPIEZA 3 IN 1 100ML,"<b>Ideal para limpiar pantallas.</b>

<b>Quita la grasa.</b>

<b>Presentación blíster </b>

<b>Contiene 100ml.</b>

<b>Incluye  pañito  y brocha.</b>"
KIT DE LIMPIEZA 4 IN 1,"<b>Ideal para limpiar pantallas.</b>

<b>Quita la grasa.</b>

<b>Presentación blíster </b>

<b>Contiene 80ml.</b>

<b>Accesorios pañito, brocha y bombín</b>"
PCI-E TO SATA (4PORT),"<ul>
 	<li>PCIe 4X to 4 SATA III 6Gbps interfaces; transfer speeds up to 6Gbps; backwards compatible with SATA 1.0/2.0 of 1.5/3.0Gbps.</li>
 	<li>PCI-Express V2.0 also compatible with PCI-Express V1.0, can be used on PCIe X4 X8 X16 slots.</li>
 	<li>Port Multiplier FIS-based and Command-based switching supported; Chipset: Marvell.</li>
 	<li>Support Native Command Queue (NCQ); Support IDE/AHCI 1.0 mode; Compatible with SATA 6G, 3G and 1.5G Hard Drives; Support Hot Plug and Hot Swap.</li>
 	<li>Support RAID Model: RAID0, RAID1, RAID10, and HyperDuo. Support Windows XP/Vista/7/8/Sever 2008 R2/10(32/64 bit) and newer.</li>
</ul>"
PCI-E TO NVME,
PCI-E TO NVME / NGFF,"<ul>
 	<li>Tarjeta adaptadora NGFF/NVMe SSD M.2 para ranuras PCIe: x4/x8/x16</li>
 	<li>Compatible con SSD NVMe Key B/M M.2, incluyendo 2230, 2242, 2260, 2280 y 22110</li>
 	<li>Compatible con SSD M-Key M.2, B-Key y B M Key M.2 SSD</li>
 	<li>Compatible con conexión SATA (7 terminales)</li>
 	<li>Transferencia de datos ultrarrápida PCI Express V3.0 de máx. 6 Gbps / 32 GT/s</li>
 	<li>Compatible con PCIe 3.0 / SATA 3.0</li>
 	<li>Incluye soporte para ranura de perfil bajo</li>
 	<li>Compatible con soportes de memoria de 110 mm</li>
</ul>"
Game Stick 4K HD TV,"<pre id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Traducción""><span class=""Y2IQFc"" lang=""es"">DOBLE MANDO
*Compatible con 9 emuladores: MAME/GB/GBC/MD/SFC/PS1/N64/ATARI2600, sistema de código abierto y reproductor dual
* Balancín 3D original, alta sensibilidad y diseño antideslizante.
*Construido en 3500 /10000  juegos, y admite la descarga de juegos por ti mismo
*Admite función multimedia, escucha música, mira videos""</span></pre>"
X5 Super Game Box Retro,"<pre id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Traducción""><span class=""Y2IQFc"" lang=""es"">DOBLE MANDO

*Para PS\PSP\N64\CPS\CPS1\MD\NDS\SFC\FDS\CPS2\FC\GBA\GBC\SMS\CPS3\MSX2\NGPC\GC\NAOMI\MAME\ARCADE\MD32X\LYNX\NEOGEO\ ESTRELLA
* Balancín 3D original, alta sensibilidad y diseño antideslizante.
* Construido en 9000   juegos, y admite la descarga de juegos por ti mismo
*Admite función multimedia, escucha música, mira videos""</span></pre>"
Pawky Box-consola de juegos,"<table width=""605"">
<tbody>
<tr>
<td width=""605"">1. HD cable out
2. Accept External TF card
3. Support 50  similators
4.Support game system
5. Bulit in 30000  games</td>
</tr>
</tbody>
</table>"
Mesa de Billar 4 en 1,"Detalle

Mesa de Juegos 4 en 1 La Mesa Multijuegos 4 en 1 Importada le ofrece : Billar Pool, Air Hockey, Mesa Ping Pong y Comedor, expertos en mesas multijuegos te Ofrece, Mesa multijuegos Cuatro en Uno Importada, Mesa Billar Pool, Mesa Air Hockey, Mesa Ping pong y comedor.Diseñor Giratorio
Detalle

Medidas : 210 cm Largo x 110 cm Ancho x 81 cm Alto

Mesa de Billar Pool

Paño Verde

2 Tacos, 1 Juegos de Bolas, Triangulo, 2 Tizas y cepillo.
Mesa Air Hockey

Estructura en Mdf, Superficie en Formica Blanca

2 Disparadores y 2 Discos, Motor con conexiones a 110 – 220 V
Mesa Ping Pong
Cubierta en Mdf de 16mm a Dos partes, Color Azul profesional
2 Raquetas, Mallas y Bolas de Ping Pong
Mesa de Comedor
Cubierta en Mdf de 16mm a Dos partes Color Negro profesional.
Herramientas y manual de armado"
LICUADORA INALAMBRICA 350ML,"Con esta botella <b>Licuadora Portátil</b> disfruta de tus batidos y jugos en cuestión de segundos. Es <b>recargable</b> y perfecta para llevarla contigo a todos lados La parte inferior cuenta con motor y cuchilla de acero para mezclar todos tus ingredientes de forma práctica y rápida. Ahorra tiempo y dinero con esta licuadora portátil.
<div>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Fácil de limpiar y utilizar: Puede abrir por arriba para beber y por debajo para limpiar. Funciona solamente con un botón. Haz doble clic en el interruptor para encender el motor. Puedes agitar la botella para una mejor mezcla en ángulo de 45 grados.</span></li>
 	<li><span class=""a-list-item"">Portátil: Podrás preparar tu batido en casa o simplemente llevar los ingredientes y batirlo en el momento para disfrutar de un batido recién hecho.</span></li>
 	<li><span class=""a-list-item"">Carga : Simplemente coloca la botella sobre la base de carga y la tendrás lista para utilizar en cualquier momento, recomendamos carga completa de la batería.</span></li>
 	<li><span class=""a-list-item"">Diseño de 4 cuchillas: Potente base de motor y 4 cuchillas 3D de acero inoxidable de grado alimenticio. El cabezal de corte SUS304 de acero inoxidable fabricado con tecnología de electrólisis de grado alimenticio es duradero y tiene una excelente capacidad de mezcla.</span></li>
</ul>
</div>"
